Data;Godzina;Minuty;Wolumen
2011-01-01;0;15;15783.60
2011-01-01;0;30;15651.60
2011-01-01;0;45;15480.20
2011-01-01;1;0;15314.00
2011-01-01;1;15;15094.20
2011-01-01;1;30;14837.30
2011-01-01;1;45;14672.60
2011-01-01;2;0;14438.00
2011-01-01;2;15;14239.80
2011-01-01;2;30;14116.00
2011-01-01;2;45;13926.70
2011-01-01;3;0;13787.10
2011-01-01;3;15;13686.90
2011-01-01;3;30;13534.40
2011-01-01;3;45;13658.50
2011-01-01;4;0;13567.30
2011-01-01;4;15;13518.80
2011-01-01;4;30;13468.40
2011-01-01;4;45;13473.00
2011-01-01;5;0;13595.10
2011-01-01;5;15;13632.60
2011-01-01;5;30;13554.60
2011-01-01;5;45;13495.50
2011-01-01;6;0;13419.10
2011-01-01;6;15;13474.20
2011-01-01;6;30;13498.00
2011-01-01;6;45;13664.40
2011-01-01;7;0;13850.90
2011-01-01;7;15;13745.20
2011-01-01;7;30;13516.70
2011-01-01;7;45;13442.90
2011-01-01;8;0;13422.10
2011-01-01;8;15;13495.20
2011-01-01;8;30;13430.50
2011-01-01;8;45;13632.10
2011-01-01;9;0;13770.10
2011-01-01;9;15;13909.30
2011-01-01;9;30;13827.40
2011-01-01;9;45;13994.60
2011-01-01;10;0;13998.90
2011-01-01;10;15;13962.20
2011-01-01;10;30;14002.90
2011-01-01;10;45;14131.80
2011-01-01;11;0;14253.00
2011-01-01;11;15;14387.80
2011-01-01;11;30;14433.50
2011-01-01;11;45;14561.50
2011-01-01;12;0;14660.70
2011-01-01;12;15;14860.10
2011-01-01;12;30;14901.70
2011-01-01;12;45;14980.60
2011-01-01;13;0;15069.70
2011-01-01;13;15;15377.20
2011-01-01;13;30;15443.20
2011-01-01;13;45;15443.70
2011-01-01;14;0;15570.90
2011-01-01;14;15;15622.80
2011-01-01;14;30;15533.20
2011-01-01;14;45;15615.30
2011-01-01;15;0;15474.90
2011-01-01;15;15;15388.00
2011-01-01;15;30;15739.50
2011-01-01;15;45;15912.30
2011-01-01;16;0;16601.60
2011-01-01;16;15;17147.20
2011-01-01;16;30;17457.40
2011-01-01;16;45;17488.20
2011-01-01;17;0;17704.90
2011-01-01;17;15;17724.50
2011-01-01;17;30;17731.10
2011-01-01;17;45;17616.30
2011-01-01;18;0;17724.70
2011-01-01;18;15;17677.30
2011-01-01;18;30;17791.50
2011-01-01;18;45;17731.90
2011-01-01;19;0;17741.80
2011-01-01;19;15;17729.20
2011-01-01;19;30;17908.40
2011-01-01;19;45;17784.10
2011-01-01;20;0;17729.10
2011-01-01;20;15;17722.80
2011-01-01;20;30;17420.50
2011-01-01;20;45;17371.30
2011-01-01;21;0;17210.00
2011-01-01;21;15;17054.80
2011-01-01;21;30;16738.30
2011-01-01;21;45;16591.20
2011-01-01;22;0;16501.00
2011-01-01;22;15;16397.40
2011-01-01;22;30;16086.10
2011-01-01;22;45;15889.70
2011-01-01;23;0;15600.40
2011-01-01;23;15;15143.00
2011-01-01;23;30;14841.70
2011-01-01;23;45;14667.60
2011-01-01;24;0;14358.40
2011-01-02;0;15;14162.90
2011-01-02;0;30;13834.10
2011-01-02;0;45;13622.70
2011-01-02;1;0;13612.10
2011-01-02;1;15;13495.40
2011-01-02;1;30;13316.40
2011-01-02;1;45;13448.20
2011-01-02;2;0;13377.90
2011-01-02;2;15;13330.50
2011-01-02;2;30;13355.00
2011-01-02;2;45;13251.80
2011-01-02;3;0;13234.70
2011-01-02;3;15;13293.80
2011-01-02;3;30;13117.70
2011-01-02;3;45;13283.90
2011-01-02;4;0;13202.70
2011-01-02;4;15;13293.90
2011-01-02;4;30;13202.90
2011-01-02;4;45;13358.30
2011-01-02;5;0;13091.80
2011-01-02;5;15;13198.90
2011-01-02;5;30;13184.20
2011-01-02;5;45;13230.80
2011-01-02;6;0;13308.80
2011-01-02;6;15;13379.40
2011-01-02;6;30;13461.60
2011-01-02;6;45;13649.90
2011-01-02;7;0;13672.00
2011-01-02;7;15;13804.30
2011-01-02;7;30;13707.70
2011-01-02;7;45;13740.10
2011-01-02;8;0;13891.20
2011-01-02;8;15;14051.20
2011-01-02;8;30;14212.00
2011-01-02;8;45;14484.10
2011-01-02;9;0;14800.30
2011-01-02;9;15;15025.80
2011-01-02;9;30;15265.20
2011-01-02;9;45;15444.10
2011-01-02;10;0;15719.10
2011-01-02;10;15;15930.70
2011-01-02;10;30;16100.50
2011-01-02;10;45;16224.50
2011-01-02;11;0;16326.90
2011-01-02;11;15;16274.70
2011-01-02;11;30;16475.30
2011-01-02;11;45;16478.50
2011-01-02;12;0;16548.30
2011-01-02;12;15;16624.40
2011-01-02;12;30;16677.90
2011-01-02;12;45;16668.20
2011-01-02;13;0;16813.10
2011-01-02;13;15;16938.90
2011-01-02;13;30;17047.10
2011-01-02;13;45;17060.30
2011-01-02;14;0;17041.30
2011-01-02;14;15;16911.10
2011-01-02;14;30;16929.40
2011-01-02;14;45;16850.70
2011-01-02;15;0;16893.60
2011-01-02;15;15;16892.90
2011-01-02;15;30;16895.50
2011-01-02;15;45;17144.20
2011-01-02;16;0;17752.10
2011-01-02;16;15;18399.90
2011-01-02;16;30;18775.40
2011-01-02;16;45;18869.40
2011-01-02;17;0;19070.10
2011-01-02;17;15;19105.10
2011-01-02;17;30;19182.80
2011-01-02;17;45;19311.90
2011-01-02;18;0;19134.10
2011-01-02;18;15;19404.80
2011-01-02;18;30;19455.10
2011-01-02;18;45;19491.00
2011-01-02;19;0;19427.40
2011-01-02;19;15;19516.00
2011-01-02;19;30;19536.40
2011-01-02;19;45;19371.20
2011-01-02;20;0;19319.80
2011-01-02;20;15;19265.20
2011-01-02;20;30;19045.80
2011-01-02;20;45;18907.10
2011-01-02;21;0;18641.30
2011-01-02;21;15;18471.90
2011-01-02;21;30;18140.50
2011-01-02;21;45;17821.20
2011-01-02;22;0;17609.80
2011-01-02;22;15;17472.20
2011-01-02;22;30;17261.70
2011-01-02;22;45;16951.40
2011-01-02;23;0;16773.30
2011-01-02;23;15;16654.80
2011-01-02;23;30;16491.50
2011-01-02;23;45;16427.00
2011-01-02;24;0;16064.00
2011-01-03;0;15;15882.60
2011-01-03;0;30;15642.80
2011-01-03;0;45;15236.90
2011-01-03;1;0;15241.10
2011-01-03;1;15;15077.00
2011-01-03;1;30;14891.70
2011-01-03;1;45;14894.60
2011-01-03;2;0;14813.70
2011-01-03;2;15;14931.40
2011-01-03;2;30;14812.70
2011-01-03;2;45;14884.70
2011-01-03;3;0;14915.10
2011-01-03;3;15;14962.60
2011-01-03;3;30;14745.70
2011-01-03;3;45;14997.30
2011-01-03;4;0;14814.90
2011-01-03;4;15;15071.10
2011-01-03;4;30;15091.80
2011-01-03;4;45;15153.80
2011-01-03;5;0;15439.60
2011-01-03;5;15;15766.30
2011-01-03;5;30;15879.90
2011-01-03;5;45;16164.30
2011-01-03;6;0;16603.10
2011-01-03;6;15;17241.00
2011-01-03;6;30;17868.40
2011-01-03;6;45;18706.30
2011-01-03;7;0;19399.30
2011-01-03;7;15;20175.20
2011-01-03;7;30;20178.90
2011-01-03;7;45;20195.20
2011-01-03;8;0;20358.60
2011-01-03;8;15;20930.30
2011-01-03;8;30;21072.00
2011-01-03;8;45;21134.50
2011-01-03;9;0;21370.30
2011-01-03;9;15;21685.70
2011-01-03;9;30;21738.30
2011-01-03;9;45;21829.10
2011-01-03;10;0;21806.60
2011-01-03;10;15;21598.80
2011-01-03;10;30;21973.00
2011-01-03;10;45;21897.10
